title:estres_1, start timestamp:1695758897.191525, stop timestamp:1695759025.026200, headset type:INSIGHT2, headset serial:A3D20207, headset firmware:a11, channels:31, sampling rate:eeg_128;mc_8, samples:16369     , version:2.2, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.T7,EQ.Pz,EQ.T8,EQ.AF4,MC.Action,MC.ActionPower,MC.IsActive
1695758897.777278,1695758897.777966,58.000000,0.000000,4372.692383,4314.487305,4157.692383,4260.256348,4321.410156,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.785087,1695758897.785776,59.000000,0.000000,4378.589844,4315.000000,4163.205078,4266.410156,4326.538574,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.792898,1695758897.793486,60.000000,0.000000,4367.948730,4325.384766,4168.461426,4271.538574,4327.948730,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.800708,1695758897.801296,61.000000,0.000000,4352.563965,4347.051270,4172.436035,4264.358887,4326.025879,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.808518,1695758897.809106,62.000000,0.000000,4360.256348,4326.153809,4173.205078,4257.948730,4319.358887,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.816328,1695758897.816916,63.000000,0.000000,4375.769043,4284.743652,4168.077148,4279.615234,4325.128418,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.824138,1695758897.824627,64.000000,0.000000,4369.230957,4292.563965,4174.358887,4283.974121,4345.384766,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.831948,1695758897.832437,65.000000,0.000000,4374.615234,4344.230957,4180.000000,4251.025879,4344.743652,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.839758,1695758897.840247,66.000000,0.000000,4399.871582,4365.641113,4158.077148,4252.179688,4322.692383,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,1.000000,83.333336,4.000000,3.000000,4.000000,4.000000,3.000000,1.000000,0.000000,0.000000
1695758897.847568,1695758897.848057,67.000000,0.000000,4388.974121,4338.205078,4148.205078,4276.410156,4316.922852,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.855378,1695758897.855967,68.000000,0.000000,4366.538574,4322.692383,4165.769043,4251.153809,4323.589844,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.863188,1695758897.863777,69.000000,0.000000,4382.820313,4318.974121,4160.256348,4222.051270,4324.230957,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.870998,1695758897.871587,70.000000,0.000000,4388.974121,4291.666504,4147.820313,4237.563965,4326.666504,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.878808,1695758897.879397,71.000000,0.000000,4366.538574,4289.358887,4162.307617,4246.538574,4323.974121,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.886618,1695758897.887307,72.000000,0.000000,4364.102539,4321.922852,4164.358887,4240.000000,4313.589844,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.894428,1695758897.895117,73.000000,0.000000,4367.563965,4329.615234,4158.461426,4249.230957,4317.179688,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.902238,1695758897.902928,74.000000,0.000000,4362.051270,4326.922852,4176.410156,4258.333496,4319.871582,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.910048,1695758897.910738,75.000000,0.000000,4375.256348,4322.307617,4179.871582,4258.717773,4300.769043,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.917858,1695758897.918448,76.000000,0.000000,4378.077148,4292.436035,4167.820313,4258.461426,4289.487305,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
1695758897.925668,1695758897.926258,77.000000,0.000000,4356.025879,4301.153809,4181.025879,4251.794922,4295.897461,0.000000,2.000000,38.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,
